BLE Scanner Chart Data,
Device Name ,TNK LEVEL SENSOR
Mac Address ,10:02:12:65:12:35
,
Time, RSSI
08-02-2023 13:31:41:577,-50
08-02-2023 13:31:43:162,-58
08-02-2023 13:31:45:177,-57
08-02-2023 13:31:47:162,-55
08-02-2023 13:31:49:164,-54
08-02-2023 13:31:51:164,-52
08-02-2023 13:31:53:163,-51
08-02-2023 13:31:55:162,-50
